Name,Foil,Language,Quantity,Scryfall ID
"Force of negation","","english","1","1825a719-1b2a-4af9-9cd2-7cb497cd0317"
"Force of negation","","english","1","1825a719-1b2a-4af9-9cd2-7cb497cd0317"
"Force of negation","","english","1","1825a719-1b2a-4af9-9cd2-7cb497cd0317"
"Paradox Engine","","english","1","fd8ccd81-9e11-47fa-8e16-064c52c24506"
"Blooming Marsh","","english","1","90da33d4-fe9c-42fe-b326-2fe337dc3ecd"
"Blooming Marsh","","english","1","90da33d4-fe9c-42fe-b326-2fe337dc3ecd"
"Blooming Marsh","","english","1","90da33d4-fe9c-42fe-b326-2fe337dc3ecd"
"Blooming Marsh","","english","1","90da33d4-fe9c-42fe-b326-2fe337dc3ecd"
"Leyline of the Void","","english","1","04d5d429-e0c6-42cc-a477-da7dabb1c295"
"Leyline of the Void","","english","1","04d5d429-e0c6-42cc-a477-da7dabb1c295"
"Leyline of the Void","","english","1","04d5d429-e0c6-42cc-a477-da7dabb1c295"
"Cragcrown Pathway // Timbercrown Pathway",Foil,"english","1","5e5288f2-b27e-4009-b537-d19f61b34c4a"
"Kinnan, Bonder Prodigy","","english","1","63cda4a0-0dff-4edb-ae67-a2b7e2971350"
"Kinnan, Bonder Prodigy","","english","1","63cda4a0-0dff-4edb-ae67-a2b7e2971350"
"Kinnan, Bonder Prodigy","","english","1","63cda4a0-0dff-4edb-ae67-a2b7e2971350"
"Kinnan, Bonder Prodigy","","english","1","63cda4a0-0dff-4edb-ae67-a2b7e2971350"
"Setessan Champion",Foil,"english","1","f8ce9858-747e-441c-95a8-6af44aa2098d"
"Discontinuity","","english","1","b33ba0a8-04e9-4df6-af20-a3ca4470cdcc"
"Shattering Spree","","english","1","d6dcff21-5900-43c4-a38b-cdc19c704ce4"
"Shattering Spree","","english","1","d6dcff21-5900-43c4-a38b-cdc19c704ce4"
"Shattering Spree","","english","1","d6dcff21-5900-43c4-a38b-cdc19c704ce4"
"Treasure Vault","","english","1","a0931eb3-b403-4b1a-ad46-a7b0a51bb9a4"
"Overgrown Farmland","","english","1","84a76e0f-49fc-4087-8859-98f4a4deacdf"
"Eiganjo, Seat of the Empire","","english","1","c375a022-5b57-496d-a802-e4ea8376e9e4"
"Ghalta, Primal Hunger","","english","1","b2a93747-720a-4ddf-8325-36db78e0a584"
"Riverglide Pathway // Lavaglide Pathway","","english","1","2668ac91-6cda-4f81-a08d-4fc5f9cb35b2"
"Absorb","","english","1","5d6a0f3e-457f-41f5-be26-5fb249874f1a"
"Absorb","","english","1","5d6a0f3e-457f-41f5-be26-5fb249874f1a"
"Takenuma, Abandoned Mire","","english","1","499037cc-a577-41cb-8ca2-5e117945634f"
"Darkbore Pathway // Slitherbore Pathway","","english","1","501ceec3-c196-4db4-980d-31edf6232acf"
"Unlicensed Hearse","","english","1","93ee60f7-31dd-4bc6-b71f-57a1a0d19d20"
"Unlicensed Hearse","","english","1","93ee60f7-31dd-4bc6-b71f-57a1a0d19d20"
"Mindslaver","","english","1","98fb1eaa-2871-491a-a4f5-3e358778ba40"
"Dark Petition","","english","1","e9df9c5e-7087-42b2-9001-c89d40a66c68"
"Setessan Champion","","english","1","f8ce9858-747e-441c-95a8-6af44aa2098d"
"Setessan Champion","","english","1","f8ce9858-747e-441c-95a8-6af44aa2098d"
"Smoldering Marsh","","english","1","7381dec7-1429-4499-b5dd-4aa93a41e73a"
"Smoldering Marsh","","english","1","7381dec7-1429-4499-b5dd-4aa93a41e73a"
"Lier, Disciple of the Drowned","","english","1","9d67b9ec-7f53-4df6-b2cc-afd7efda6bb4"
"Adarkar Wastes",Foil,"english","1","08ae1037-6f70-41a9-b75e-98fa9a2152c8"
"Adarkar Wastes",Foil,"english","1","08ae1037-6f70-41a9-b75e-98fa9a2152c8"
"Adarkar Wastes",Foil,"english","1","08ae1037-6f70-41a9-b75e-98fa9a2152c8"
"Adarkar Wastes",Foil,"english","1","08ae1037-6f70-41a9-b75e-98fa9a2152c8"
"Lotus Field","","english","1","0e013033-3995-4ba8-b0c3-0614c79aaaab"
"Lotus Field","","english","1","0e013033-3995-4ba8-b0c3-0614c79aaaab"
"Lotus Field","","english","1","0e013033-3995-4ba8-b0c3-0614c79aaaab"
"Lotus Field","","english","1","0e013033-3995-4ba8-b0c3-0614c79aaaab"
"Barkchannel Pathway // Tidechannel Pathway",Foil,"english","1","87c33c94-4b56-4a96-9c4c-a376f8d54943"
"Showdown of the Skalds","","english","1","3d9d840e-1f13-44e3-a4de-903cfa58a346"
"Showdown of the Skalds","","english","1","3d9d840e-1f13-44e3-a4de-903cfa58a346"
"Showdown of the Skalds","","english","1","3d9d840e-1f13-44e3-a4de-903cfa58a346"
"Showdown of the Skalds","","english","1","3d9d840e-1f13-44e3-a4de-903cfa58a346"
"Blightstep Pathway // Searstep Pathway","","english","1","0ce39a19-f51d-4a35-ae80-5b82eb15fcff"
"Blightstep Pathway // Searstep Pathway","","english","1","0ce39a19-f51d-4a35-ae80-5b82eb15fcff"
"Blightstep Pathway // Searstep Pathway","","english","1","0ce39a19-f51d-4a35-ae80-5b82eb15fcff"
"Mindslaver",Foil,"english","1","c7c69630-eb56-4d62-ad14-556555ac14fe"
"Wishclaw Talisman","","english","1","07c17b01-ee5d-491a-8403-b3f819b778c4"
"Wishclaw Talisman","","english","1","07c17b01-ee5d-491a-8403-b3f819b778c4"
"Wishclaw Talisman","","english","1","07c17b01-ee5d-491a-8403-b3f819b778c4"
"Hangarback Walker","","english","1","791c21fb-fc78-4106-9a42-abc73f41ab8b"
"Hangarback Walker","","english","1","791c21fb-fc78-4106-9a42-abc73f41ab8b"
"Hangarback Walker","","english","1","791c21fb-fc78-4106-9a42-abc73f41ab8b"
"Hangarback Walker","","english","1","791c21fb-fc78-4106-9a42-abc73f41ab8b"
"Mausoleum Wanderer","","english","1","42391fa7-6172-487c-b8aa-d41ab7c64973"
"Mausoleum Wanderer","","english","1","42391fa7-6172-487c-b8aa-d41ab7c64973"
"Mausoleum Wanderer","","english","1","42391fa7-6172-487c-b8aa-d41ab7c64973"
"Mausoleum Wanderer","","english","1","42391fa7-6172-487c-b8aa-d41ab7c64973"
"Cragcrown Pathway // Timbercrown Pathway","","english","1","da57eb54-5199-4a56-95f7-f6ac432876b1"
"Cragcrown Pathway // Timbercrown Pathway","","english","1","da57eb54-5199-4a56-95f7-f6ac432876b1"
"Cragcrown Pathway // Timbercrown Pathway","","english","1","da57eb54-5199-4a56-95f7-f6ac432876b1"
"Hurkyl's Recall","","english","1","b62c7e94-25ef-4859-88db-05b085744dc0"
"Dovin's Veto","","english","1","5d6b5054-2224-4f68-9d82-3ed17c5dacc4"
"Dovin's Veto","","english","1","5d6b5054-2224-4f68-9d82-3ed17c5dacc4"
"Dovin's Veto","","english","1","5d6b5054-2224-4f68-9d82-3ed17c5dacc4"
"Skysovereign, Consul Flagship","","english","1","1df70ef3-8919-43ac-9317-23548437a181"
"Serra's Emissary","","english","1","8de657fb-e68e-4400-9a12-60aaaa075fc4"
"Bala Ged Recovery // Bala Ged Sanctuary","","english","1","c5cb3052-358d-44a7-8cfd-cd31b236494a"
"Bala Ged Recovery // Bala Ged Sanctuary","","english","1","c5cb3052-358d-44a7-8cfd-cd31b236494a"
"Bala Ged Recovery // Bala Ged Sanctuary","","english","1","c5cb3052-358d-44a7-8cfd-cd31b236494a"
"Bala Ged Recovery // Bala Ged Sanctuary","","english","1","c5cb3052-358d-44a7-8cfd-cd31b236494a"
"Liliana, Waker of the Dead",Foil,"english","1","e8dd3fda-d778-4be6-abd4-6cf704e352ea"
"Curious Obsession","","english","1","7f998c62-30c9-4fc3-a045-5becc04f9e3e"
"Curious Obsession","","english","1","7f998c62-30c9-4fc3-a045-5becc04f9e3e"
"Curious Obsession","","english","1","7f998c62-30c9-4fc3-a045-5becc04f9e3e"
"Rending Volley","","english","1","8234090e-9df1-4915-90ef-8a4bc6212655"
"Rending Volley","","english","1","8234090e-9df1-4915-90ef-8a4bc6212655"
"Rending Volley","","english","1","8234090e-9df1-4915-90ef-8a4bc6212655"
"Rending Volley","","english","1","8234090e-9df1-4915-90ef-8a4bc6212655"
"Counterspell","","english","1","ffdf9d2a-c163-43df-9a2f-20b8749c86ae"
"Counterspell","","english","1","ffdf9d2a-c163-43df-9a2f-20b8749c86ae"
"Counterspell","","english","1","ffdf9d2a-c163-43df-9a2f-20b8749c86ae"
"Counterspell","","english","1","ffdf9d2a-c163-43df-9a2f-20b8749c86ae"
"Niv-Mizzet, Parun",Foil,"english","1","4825e7cb-53ae-4e4b-bb37-8d8eb414772c"
"Niv-Mizzet, Parun",Foil,"english","1","4825e7cb-53ae-4e4b-bb37-8d8eb414772c"
"Niv-Mizzet, Parun",Foil,"english","1","4825e7cb-53ae-4e4b-bb37-8d8eb414772c"
"Needleverge Pathway // Pillarverge Pathway","","english","1","ae420b3f-2f5b-4a4a-8d3a-8e6a3288c35a"
"Ripjaw Raptor","","english","1","7c5368c6-87e0-4f83-aaf7-f4af96d2bf30"
"Ripjaw Raptor","","english","1","7c5368c6-87e0-4f83-aaf7-f4af96d2bf30"
"Ripjaw Raptor","","english","1","7c5368c6-87e0-4f83-aaf7-f4af96d2bf30"
"Ripjaw Raptor","","english","1","7c5368c6-87e0-4f83-aaf7-f4af96d2bf30"
"Expedition Map","","english","1","c708dbd5-1d7b-4ed3-b5a7-93a02d8355ee"
"Snow-Covered Island","","english","1","ad8b77cf-b53e-4da3-9c27-3851b7b25a98"
"Snow-Covered Island","","english","1","ad8b77cf-b53e-4da3-9c27-3851b7b25a98"
"Snow-Covered Island","","english","1","ad8b77cf-b53e-4da3-9c27-3851b7b25a98"
"Snow-Covered Island","","english","1","ad8b77cf-b53e-4da3-9c27-3851b7b25a98"
"Invoke Despair",Foil,"english","1","62e4edbd-4a7c-435b-b7c0-f9cfdd3dff68"
"Expedition Map","","english","1","c55bee97-593f-441f-b96c-a998d5212a55"
