Name,Foil,Language,Quantity,Scryfall ID
"Paradox Engine","","english","1","fd8ccd81-9e11-47fa-8e16-064c52c24506"
"Blooming Marsh","","english","1","90da33d4-fe9c-42fe-b326-2fe337dc3ecd"
"Blooming Marsh","","english","1","90da33d4-fe9c-42fe-b326-2fe337dc3ecd"
"Blooming Marsh","","english","1","90da33d4-fe9c-42fe-b326-2fe337dc3ecd"
"Blooming Marsh","","english","1","90da33d4-fe9c-42fe-b326-2fe337dc3ecd"
"Leyline of the Void","","english","1","04d5d429-e0c6-42cc-a477-da7dabb1c295"
"Leyline of the Void","","english","1","04d5d429-e0c6-42cc-a477-da7dabb1c295"
"Leyline of the Void","","english","1","04d5d429-e0c6-42cc-a477-da7dabb1c295"
"Cragcrown Pathway // Timbercrown Pathway",Foil,"english","1","5e5288f2-b27e-4009-b537-d19f61b34c4a"
"Kinnan, Bonder Prodigy","","english","1","63cda4a0-0dff-4edb-ae67-a2b7e2971350"
"Kinnan, Bonder Prodigy","","english","1","63cda4a0-0dff-4edb-ae67-a2b7e2971350"
"Kinnan, Bonder Prodigy","","english","1","63cda4a0-0dff-4edb-ae67-a2b7e2971350"
"Kinnan, Bonder Prodigy","","english","1","63cda4a0-0dff-4edb-ae67-a2b7e2971350"
"Setessan Champion",Foil,"english","1","f8ce9858-747e-441c-95a8-6af44aa2098d"
"Discontinuity","","english","1","b33ba0a8-04e9-4df6-af20-a3ca4470cdcc"
"Shattering Spree","","english","1","d6dcff21-5900-43c4-a38b-cdc19c704ce4"
"Shattering Spree","","english","1","d6dcff21-5900-43c4-a38b-cdc19c704ce4"
"Shattering Spree","","english","1","d6dcff21-5900-43c4-a38b-cdc19c704ce4"
"Treasure Vault","","english","1","a0931eb3-b403-4b1a-ad46-a7b0a51bb9a4"
"Overgrown Farmland","","english","1","84a76e0f-49fc-4087-8859-98f4a4deacdf"
"Eiganjo, Seat of the Empire","","english","1","c375a022-5b57-496d-a802-e4ea8376e9e4"
"Ghalta, Primal Hunger","","english","1","b2a93747-720a-4ddf-8325-36db78e0a584"
"Riverglide Pathway // Lavaglide Pathway","","english","1","2668ac91-6cda-4f81-a08d-4fc5f9cb35b2"
"Absorb","","english","1","5d6a0f3e-457f-41f5-be26-5fb249874f1a"
"Absorb","","english","1","5d6a0f3e-457f-41f5-be26-5fb249874f1a"
"Takenuma, Abandoned Mire","","english","1","499037cc-a577-41cb-8ca2-5e117945634f"
"Darkbore Pathway // Slitherbore Pathway","","english","1","501ceec3-c196-4db4-980d-31edf6232acf"
"Unlicensed Hearse","","english","1","93ee60f7-31dd-4bc6-b71f-57a1a0d19d20"
"Unlicensed Hearse","","english","1","93ee60f7-31dd-4bc6-b71f-57a1a0d19d20"
